SG_UF;CD_MUNICIPIO;NM_MUNICIPIO;QT_APTOS;QT_VOTOS_BRANCOS;QT_VOTOS_NULOS;TOTAL_BRANCO_NULO;PERC_DESCONTENTES;CD_MUNICIPIO_IBGE;NM_MUNICIPIO_IBGE;POPULACAO_2022;PROP_ELEITORADO
MG;51330;SABARÁ;97838;5613;7347;12960;13.246386884441629;3156700;Sabará - MG;129380;75.62065234193848
MG;51357;SABINÓPOLIS;12675;486;1220;1706;13.45956607495069;3156809;Sabinópolis - MG;14240;89.00983146067416
MG;51373;SACRAMENTO;20028;852;1038;1890;9.436788496105454;3156908;Sacramento - MG;26670;75.09561304836896
MG;51390;SALINAS;32461;918;2393;3311;10.199932226363943;3157005;Salinas - MG;40178;80.79297127781373
MG;51411;SALTO DA DIVISA;4957;79;405;484;9.763970143231797;3157104;Salto da Divisa - MG;6110;81.12929623567922
MG;51438;SANTA BÁRBARA;23800;1320;1974;3294;13.840336134453782;3157203;Santa Bárbara - MG;30466;78.11987133197663
MG;51454;SANTA BÁRBARA DO TUGÚRIO;4437;204;484;688;15.505972503944108;3157302;Santa Bárbara do Tugúrio - MG;4208;105.44201520912549
MG;51470;SANTA CRUZ DO ESCALVADO;4858;177;389;566;11.65088513791684;3157401;Santa Cruz do Escalvado - MG;4673;103.95891290391613
MG;51497;SANTA EFIGÊNIA DE MINAS;4174;236;414;650;15.572592237661716;3157500;Santa Efigênia de Minas - MG;4039;103.34241148799208
MG;51519;SANTA FÉ DE MINAS;3555;42;236;278;7.819971870604782;3157609;Santa Fé de Minas - MG;3522;100.93696763202726
MG;51535;SANTA JULIANA;10506;652;748;1400;13.32571863696935;3157708;Santa Juliana - MG;15734;66.77259438159399
MG;51551;SANTA LUZIA;168917;9374;11798;21172;12.533966385858143;3157807;Santa Luzia - MG;219132;77.08458828468684
MG;51578;SANTA MARGARIDA;12819;381;866;1247;9.72774787424916;3157906;Santa Margarida - MG;16395;78.18847209515096
MG;51594;SANTA MARIA DE ITABIRA;8736;370;889;1259;14.411630036630036;3158003;Santa Maria de Itabira - MG;10485;83.31902718168813
MG;51616;SANTA MARIA DO SALTO;4421;119;332;451;10.201311920380004;3158102;Santa Maria do Salto - MG;4755;92.97581493165089
MG;51632;SANTA MARIA DO SUAÇUÍ;12342;227;840;1067;8.645276292335117;3158201;Santa Maria do Suaçuí - MG;12788;96.5123553331248
MG;51659;SANTANA DA VARGEM;5950;338;465;803;13.495798319327733;3158300;Santana da Vargem - MG;6691;88.92542220893738
MG;51675;SANTANA DE CATAGUASES;3208;66;232;298;9.28927680798005;3158409;Santana de Cataguases - MG;3489;91.94611636572084
MG;51691;SANTANA DE PIRAPAMA;7401;223;523;746;10.079718956897716;3158508;Santana de Pirapama - MG;7030;105.27738264580371
MG;51713;SANTANA DO DESERTO;3365;180;260;440;13.075780089153048;3158607;Santana do Deserto - MG;3747;89.80517747531358
MG;51730;SANTANA DO GARAMBÉU;2279;90;206;296;12.988152698551996;3158706;Santana do Garambéu - MG;2137;106.64482919981282
MG;51756;SANTANA DO JACARÉ;3989;294;370;664;16.64577588368012;3158805;Santana do Jacaré - MG;4214;94.66065495965829
MG;51772;SANTANA DO MANHUAÇU;7699;218;451;669;8.689440187037277;3158904;Santana do Manhuaçu - MG;8987;85.66818738177368
MG;51799;SANTANA DO RIACHO;5658;170;315;485;8.57193354542241;3159001;Santana do Riacho - MG;5313;106.49350649350649
MG;51810;SANTANA DOS MONTES;3757;227;309;536;14.266702155975514;3159100;Santana dos Montes - MG;3469;108.30210435283945
MG;51837;SANTA RITA DE CALDAS;7038;173;362;535;7.601591361182154;3159209;Santa Rita de Caldas - MG;8460;83.19148936170212
MG;51853;SANTA RITA DE JACUTINGA;4191;196;293;489;11.667859699355764;3159308;Santa Rita de Jacutinga - MG;4755;88.13880126182966
MG;51870;SANTA RITA DE IBITIPOCA;3326;95;254;349;10.493084786530368;3159407;Santa Rita de Ibitipoca - MG;3301;100.75734625870949
MG;51896;SANTA RITA DO ITUETO;5046;137;280;417;8.263971462544589;3159506;Santa Rita do Itueto - MG;5826;86.61174047373842
MG;51918;SANTA RITA DO SAPUCAÍ;30940;1567;1494;3061;9.893341952165482;3159605;Santa Rita do Sapucaí - MG;40635;76.14125753660637
MG;51934;SANTA ROSA DA SERRA;3289;98;165;263;7.996351474612344;3159704;Santa Rosa da Serra - MG;3382;97.25014784151391
MG;51950;SANTA VITÓRIA;17277;731;850;1581;9.150894252474387;3159803;Santa Vitória - MG;20973;82.37734229723931
MG;51977;SANTO ANTÔNIO DO AMPARO;14052;1071;1488;2559;18.21093082835184;3159902;Santo Antônio do Amparo - MG;17285;81.29592131906277
MG;51993;SANTO ANTÔNIO DO AVENTUREIRO;3591;137;266;403;11.222500696184904;3160009;Santo Antônio do Aventureiro - MG;3769;95.27726187317592
MG;52019;SANTO ANTÔNIO DO GRAMA;3948;162;321;483;12.23404255319149;3160108;Santo Antônio do Grama - MG;4229;93.35540316859777
MG;52035;SANTO ANTÔNIO DO ITAMBÉ;3924;133;411;544;13.863404689092762;3160207;Santo Antônio do Itambé - MG;3915;100.22988505747125
MG;52051;SANTO ANTÔNIO DO JACINTO;9328;198;812;1010;10.827615780445967;3160306;Santo Antônio do Jacinto - MG;10327;90.32632904037958
MG;52078;SANTO ANTÔNIO DO MONTE;20332;797;886;1683;8.277591973244148;3160405;Santo Antônio do Monte - MG;27295;74.48983330280271
MG;52094;SANTO ANTÔNIO DO RIO ABAIXO;2127;52;176;228;10.71932299012694;3160504;Santo Antônio do Rio Abaixo - MG;1808;117.6438053097345
MG;52116;SANTO HIPÓLITO;3039;81;229;310;10.200723922342876;3160603;Santo Hipólito - MG;2717;111.8513065881487
MG;52132;SANTOS DUMONT;38413;2520;3206;5726;14.906411891807462;3160702;Santos Dumont - MG;42406;90.58387963967363
MG;52159;SÃO BENTO ABADE;4164;173;327;500;12.007684918347742;3160801;São Bento Abade - MG;4713;88.35136855506047
MG;52175;SÃO BRÁS DO SUAÇUÍ;3580;222;361;583;16.28491620111732;3160900;São Brás do Suaçuí - MG;3989;89.74680371020305
MG;52191;SÃO DOMINGOS DO PRATA;14208;550;1161;1711;12.04251126126126;3161007;São Domingos do Prata - MG;17392;81.69273229070836
MG;52213;SÃO FRANCISCO;41331;729;1952;2681;6.48665650480269;3161106;São Francisco - MG;52762;78.33478639930253
MG;52230;SÃO FRANCISCO DE PAULA;5968;238;452;690;11.56166219839142;3161205;São Francisco de Paula - MG;6187;96.46032002586068
MG;52256;SÃO FRANCISCO DE SALES;4622;135;242;377;8.156642146257031;3161304;São Francisco de Sales - MG;5732;80.63503140265178
MG;52272;SÃO FRANCISCO DO GLÓRIA;4002;98;311;409;10.219890054972511;3161403;São Francisco do Glória - MG;4800;83.375
MG;52299;SÃO GERALDO;7089;360;612;972;13.711383834109183;3161502;São Geraldo - MG;10282;68.9457304026454
MG;52310;SÃO GERALDO DA PIEDADE;3952;133;302;435;11.007085020242917;3161601;São Geraldo da Piedade - MG;3305;119.57639939485627
MG;52337;SÃO GONÇALO DO ABAETÉ;5238;145;276;421;8.03741886216113;3161700;São Gonçalo do Abaeté - MG;7375;71.02372881355932
MG;52353;SÃO GONÇALO DO PARÁ;8719;437;628;1065;12.214703521045992;3161809;São Gonçalo do Pará - MG;11770;74.07816482582838
MG;52370;SÃO GONÇALO DO RIO ABAIXO;10462;559;1095;1654;15.809596635442556;3161908;São Gonçalo do Rio Abaixo - MG;11850;88.28691983122363
MG;52396;SÃO GONÇALO DO SAPUCAÍ;19242;991;1286;2277;11.833489242282509;3162005;São Gonçalo do Sapucaí - MG;23959;80.31220000834759
MG;52418;SÃO GOTARDO;29120;1906;1886;3792;13.021978021978024;3162104;São Gotardo - MG;40910;71.18064043021266
MG;52434;SÃO JOÃO BATISTA DO GLÓRIA;6245;307;370;677;10.840672538030423;3162203;São João Batista do Glória - MG;7652;81.61265028750654
MG;52450;SÃO JOÃO DA MATA;2995;117;180;297;9.91652754590985;3162302;São João da Mata - MG;2914;102.77968428277282
MG;52477;SÃO JOÃO DA PONTE;22573;470;1618;2088;9.24998892482169;3162401;São João da Ponte - MG;23930;94.32929377350607
MG;52493;SÃO JOÃO DEL REI;70023;4268;5248;9516;13.58982048755409;3162500;São João del Rei - MG;90225;77.60931005818786
MG;52515;SÃO JOÃO DO ORIENTE;7249;279;507;786;10.842874879293696;3162609;São João do Oriente - MG;7070;102.53182461103253
MG;52531;SÃO JOÃO DO PARAÍSO;17267;727;1757;2484;14.385822667516072;3162708;São João do Paraíso - MG;23910;72.21664575491427
MG;52558;SÃO JOÃO EVANGELISTA;12751;312;997;1309;10.26586150105874;3162807;São João Evangelista - MG;15315;83.25824355207313
MG;52574;SÃO JOÃO NEPOMUCENO;20538;929;1371;2300;11.198753530041872;3162906;São João Nepomuceno - MG;25565;80.3363974183454
MG;52590;SÃO JOSÉ DA SAFIRA;3952;82;276;358;9.058704453441296;3163003;São José da Safira - MG;3806;103.83604834471886
MG;52612;SÃO JOSÉ DA VARGINHA;3850;169;268;437;11.35064935064935;3163102;São José da Varginha - MG;4536;84.87654320987654
MG;52639;SÃO JOSÉ DO ALEGRE;3671;241;302;543;14.791609915554346;3163201;São José do Alegre - MG;4133;88.82167916767482
MG;52655;SÃO JOSÉ DO DIVINO;3341;52;209;261;7.812032325651002;3163300;São José do Divino - MG;3464;96.44919168591224
MG;52671;SÃO JOSÉ DO GOIABAL;4742;151;416;567;11.956980177140448;3163409;São José do Goiabal - MG;5396;87.87991104521868
MG;52698;SÃO JOSÉ DO JACURI;5313;169;532;701;13.194052324487108;3163508;São José do Jacuri - MG;6197;85.73503308052284
MG;52710;SÃO JOSÉ DO MANTIMENTO;2763;90;214;304;11.00253347810351;3163607;São José do Mantimento - MG;2753;100.36324010170723
MG;52736;SÃO LOURENÇO;34593;1414;1795;3209;9.27644321105426;3163706;São Lourenço - MG;44798;77.21996517701683
MG;52752;SÃO MIGUEL DO ANTA;6052;435;636;1071;17.696629213483146;3163805;São Miguel do Anta - MG;6334;95.54783706978213
MG;52779;SÃO PEDRO DA UNIÃO;4253;209;304;513;12.06207383023748;3163904;São Pedro da União - MG;4885;87.06243602865916
MG;52795;SÃO PEDRO DOS FERROS;6466;211;536;747;11.552737395607794;3164001;São Pedro dos Ferros - MG;7166;90.23164945576333
MG;52817;SÃO PEDRO DO SUAÇUÍ;4756;74;379;453;9.524810765349033;3164100;São Pedro do Suaçuí - MG;5103;93.20007838526358
MG;52833;SÃO ROMÃO;7141;143;449;592;8.290155440414509;3164209;São Romão - MG;10315;69.22927775084828
MG;52850;SÃO ROQUE DE MINAS;5646;191;251;442;7.828551186680836;3164308;São Roque de Minas - MG;7129;79.19764342825081
MG;52876;SÃO SEBASTIÃO DA BELA VISTA;5697;166;327;493;8.653677374056521;3164407;São Sebastião da Bela Vista - MG;6387;89.1968060122123
MG;52892;SÃO SEBASTIÃO DO MARANHÃO;8908;173;631;804;9.025594970812753;3164506;São Sebastião do Maranhão - MG;10079;88.38178390713365
MG;52914;SÃO SEBASTIÃO DO OESTE;6160;276;448;724;11.753246753246753;3164605;São Sebastião do Oeste - MG;8815;69.88088485536018
MG;52930;SÃO SEBASTIÃO DO PARAÍSO;50981;2295;3222;5517;10.821678664600537;3164704;São Sebastião do Paraíso - MG;71796;71.0081341578918
MG;52957;SÃO SEBASTIÃO DO RIO PRETO;1868;33;123;156;8.35117773019272;3164803;São Sebastião do Rio Preto - MG;1259;148.3717235901509
MG;52973;SÃO SEBASTIÃO DO RIO VERDE;2073;73;152;225;10.85383502170767;3164902;São Sebastião do Rio Verde - MG;2300;90.13043478260869
MG;52990;SÃO TIAGO;9090;681;810;1491;16.402640264026402;3165008;São Tiago - MG;11192;81.21872766261615
MG;53015;SÃO TOMÁS DE AQUINO;5901;227;350;577;9.778003728181664;3165107;São Tomás de Aquino - MG;6740;87.55192878338279
MG;53058;SÃO VICENTE DE MINAS;5694;222;439;661;11.608710923779416;3165305;São Vicente de Minas - MG;6804;83.68606701940035
MG;53074;SAPUCAÍ-MIRIM;5546;235;386;621;11.197259285971873;3165404;Sapucaí-Mirim - MG;6311;87.87830771668516
MG;53090;SARDOÁ;5012;223;523;746;14.884277733439744;3165503;Sardoá - MG;5104;98.1974921630094
MG;53112;SENADOR CORTES;2435;78;176;254;10.431211498973306;3165602;Senador Cortes - MG;2240;108.70535714285714
MG;53139;SENADOR FIRMINO;6810;266;647;913;13.40675477239354;3165701;Senador Firmino - MG;7716;88.25816485225505
MG;53155;SENADOR JOSÉ BENTO;2225;51;108;159;7.146067415730337;3165800;Senador José Bento - MG;2068;107.59187620889747
MG;53171;SENADOR MODESTINO GONÇALVES;4578;127;358;485;10.594145915246834;3165909;Senador Modestino Gonçalves - MG;4008;114.22155688622755
MG;53198;SENHORA DE OLIVEIRA;5555;261;425;686;12.34923492349235;3166006;Senhora de Oliveira - MG;5483;101.31314973554623
MG;53210;SENHORA DO PORTO;3252;83;301;384;11.808118081180812;3166105;Senhora do Porto - MG;3067;106.03195304858168
MG;53236;SENHORA DOS REMÉDIOS;8231;266;903;1169;14.202405540031588;3166204;Senhora dos Remédios - MG;10384;79.26617873651772
MG;53252;SERICITA;6606;234;420;654;9.900090826521344;3166303;Sericita - MG;7345;89.93873383253914
MG;53279;SERITINGA;1884;82;140;222;11.78343949044586;3166402;Seritinga - MG;1819;103.57339197361188
MG;53295;SERRA AZUL DE MINAS;3681;89;391;480;13.039934800325998;3166501;Serra Azul de Minas - MG;3792;97.07278481012658
MG;53317;SERRA DA SAUDADE;1097;11;49;60;5.469462169553328;3166600;Serra da Saudade - MG;833;131.69267707082832
MG;53333;SERRA DOS AIMORÉS;5682;132;341;473;8.324533614924322;3166709;Serra dos Aimorés - MG;6944;81.82603686635944
MG;53350;SERRA DO SALITRE;9285;395;479;874;9.413031771674744;3166808;Serra do Salitre - MG;11801;78.67977290060165
MG;53376;SERRANIA;6547;268;358;626;9.56163128150298;3166907;Serrania - MG;7621;85.90736123868258
MG;53392;SERRANOS;2085;69;162;231;11.07913669064748;3167004;Serranos - MG;1990;104.77386934673368
MG;53414;SERRO;17279;564;1588;2152;12.454424445859136;3167103;Serro - MG;21952;78.71264577259474
MG;53430;SETE LAGOAS;172684;10561;13504;24065;13.935859720645803;3167202;Sete Lagoas - MG;227397;75.93943631622228
MG;53457;SILVEIRÂNIA;2529;105;194;299;11.822854883353104;3167301;Silveirânia - MG;2323;108.86784330606973
MG;53473;SILVIANÓPOLIS;4875;141;342;483;9.907692307692308;3167400;Silvianópolis - MG;6179;78.89626153099208
MG;53490;SIMÃO PEREIRA;2989;55;171;226;7.561057209769154;3167509;Simão Pereira - MG;2947;101.42517814726841
MG;53511;SIMONÉSIA;15695;719;1248;1967;12.53265371137305;3167608;Simonésia - MG;19750;79.46835443037975
MG;53538;SOBRÁLIA;4477;82;312;394;8.800536073263347;3167707;Sobrália - MG;5137;87.15203426124198
MG;53554;SOLEDADE DE MINAS;5044;208;309;517;10.249801744647105;3167806;Soledade de Minas - MG;5613;89.86281845715304
MG;53570;TABULEIRO;4228;180;367;547;12.937559129612108;3167905;Tabuleiro - MG;4014;105.33134030891877
MG;53597;TAIOBEIRAS;26339;702;1708;2410;9.14992976194996;3168002;Taiobeiras - MG;33050;79.69440242057489
MG;53619;TAPIRA;4568;98;161;259;5.669877408056042;3168101;Tapira - MG;4118;110.92763477416221
MG;53635;TAPIRAÍ;1859;39;98;137;7.369553523399677;3168200;Tapiraí - MG;1690;110.00000000000001
MG;53651;TAQUARAÇU DE MINAS;4754;143;292;435;9.150189314261674;3168309;Taquaraçu de Minas - MG;4224;112.54734848484848
MG;53678;TARUMIRIM;10738;309;693;1002;9.331346619482211;3168408;Tarumirim - MG;14709;73.00292338024339
MG;53694;TEIXEIRAS;10535;541;1053;1594;15.130517323208354;3168507;Teixeiras - MG;12255;85.96491228070175
MG;53716;TEÓFILO OTONI;106253;4121;7096;11217;10.556878394021815;3168606;Teófilo Otoni - MG;137418;77.32102053588322
MG;53732;TIMÓTEO;59677;2780;3344;6124;10.261909948556395;3168705;Timóteo - MG;81579;73.1524044178036
MG;53759;TIRADENTES;6924;360;494;854;12.333911034084345;3168804;Tiradentes - MG;7744;89.41115702479338
MG;53775;TIROS;6246;209;333;542;8.67755363432597;3168903;Tiros - MG;7883;79.23379424077129
MG;53791;TOCANTINS;13421;768;1052;1820;13.560837493480363;3169000;Tocantins - MG;16185;82.92245906703738
MG;53813;TOLEDO;6374;251;450;701;10.997803577031693;3169109;Toledo - MG;7214;88.35597449403937
MG;53830;TOMBOS;7194;287;512;799;11.106477620239088;3169208;Tombos - MG;8609;83.56371239400627
MG;53856;TRÊS CORAÇÕES;56992;3927;4201;8128;14.261650758001124;3169307;Três Corações - MG;75485;75.50109293237067
MG;53872;TRÊS PONTAS;45139;2394;2646;5040;11.165510977203748;3169406;Três Pontas - MG;55255;81.69215455614876
MG;53899;TUMIRITINGA;5480;121;287;408;7.445255474452554;3169505;Tumiritinga - MG;5886;93.10227658851512
MG;53910;TUPACIGUARA;20217;1049;1324;2373;11.737646535094228;3169604;Tupaciguara - MG;25470;79.37573616018845
MG;53937;TURMALINA;15812;539;1033;1572;9.94181634201872;3169703;Turmalina - MG;20000;79.06
MG;53953;TURVOLÂNDIA;4578;190;349;539;11.773700305810396;3169802;Turvolândia - MG;4935;92.76595744680851
MG;53970;UBÁ;71751;3762;4939;8701;12.126660255606192;3169901;Ubá - MG;103365;69.41517921927152
MG;53996;UBAÍ;9432;160;668;828;8.778625954198473;3170008;Ubaí - MG;11708;80.5603006491288
MG;54011;UBERABA;233256;12025;15424;27449;11.767757313852591;3170107;Uberaba - MG;337836;69.0441516001847
MG;54038;UBERLÂNDIA;514613;24495;33226;57721;11.21638979194074;3170206;Uberlândia - MG;713224;72.15306832075197
MG;54054;UMBURATIBA;2645;66;171;237;8.96030245746692;3170305;Umburatiba - MG;2684;98.54694485842028
MG;54070;UNAÍ;63054;2395;2760;5155;8.175532083610873;3170404;Unaí - MG;86619;72.79465244345928
MG;54097;URUCÂNIA;8613;508;824;1332;15.4649947753396;3170503;Urucânia - MG;10600;81.25471698113208
MG;54119;VARGEM BONITA;2592;74;111;185;7.137345679012346;3170602;Vargem Bonita - MG;2158;120.11121408711772
MG;54135;VARGINHA;102786;5197;6090;11287;10.981067460549102;3170701;Varginha - MG;136467;75.31930796456287
MG;54151;VÁRZEA DA PALMA;27026;1260;2002;3262;12.069858654628876;3170800;Várzea da Palma - MG;33744;80.09127548601232
MG;54178;VARZELÂNDIA;16194;321;1039;1360;8.398172162529331;3170909;Varzelândia - MG;18840;85.95541401273886
MG;54194;VAZANTE;16625;680;851;1531;9.209022556390977;3171006;Vazante - MG;19975;83.22903629536921
MG;54216;WENCESLAU BRAZ;2468;66;184;250;10.12965964343598;3172202;Wenceslau Braz - MG;2356;104.75382003395586
MG;54232;VERÍSSIMO;3033;69;170;239;7.879986811737553;3171105;Veríssimo - MG;3411;88.91820580474933
MG;54259;VESPASIANO;89307;4564;5743;10307;11.541088604476691;3171204;Vespasiano - MG;129246;69.09846339538555
MG;54275;VIÇOSA;60383;3725;4582;8307;13.757183313184171;3171303;Viçosa - MG;76430;79.0043176763051
MG;54291;VIEIRAS;3670;113;260;373;10.16348773841962;3171402;Vieiras - MG;3700;99.1891891891892
MG;54313;MATHIAS LOBATO;3291;82;177;259;7.869948343968399;3171501;Mathias Lobato - MG;3038;108.32784726793943
MG;54330;VIRGEM DA LAPA;10237;250;918;1168;11.40959265409788;3171600;Virgem da Lapa - MG;11804;86.72483903761436
MG;54356;VIRGÍNIA;7270;256;403;659;9.0646492434663;3171709;Virgínia - MG;8908;81.61203412662775
MG;54372;VIRGINÓPOLIS;8918;426;848;1274;14.285714285714285;3171808;Virginópolis - MG;10314;86.46499903044406
MG;54399;VIRGOLÂNDIA;4584;165;428;593;12.93630017452007;3171907;Virgolândia - MG;4552;100.70298769771529
MG;54410;VISCONDE DO RIO BRANCO;30348;1698;2336;4034;13.292473968630553;3172004;Visconde do Rio Branco - MG;39160;77.49744637385086
MG;54437;VOLTA GRANDE;4338;147;300;447;10.304287690179804;3172103;Volta Grande - MG;4443;97.6367319378798
MG;54453;ITAÚ DE MINAS;12316;549;697;1246;10.116921078272163;3133758;Itaú de Minas - MG;14406;85.4921560460919
SP;61000;EUCLIDES DA CUNHA PAULISTA;14228;254;421;675;4.744166432386843;3515350;Euclides da Cunha Paulista - SP;7924;179.55577990913682
SP;61018;ADAMANTINA;55286;2032;2312;4344;7.857323734761061;3500105;Adamantina - SP;34687;159.38536050970106
SP;61026;BOREBI;4444;134;183;317;7.133213321332134;3507456;Borebi - SP;2713;163.80390711389606
SP;61034;ADOLFO;8599;251;369;620;7.210140714036515;3500204;Adolfo - SP;4351;197.6327281084808
SP;61042;TARUMÃ;23412;719;875;1594;6.808474286690585;3553955;Tarumã - SP;14882;157.317564843435
SP;61050;AGUAÍ;48142;2484;2929;5413;11.243820364754267;3500303;Aguaí - SP;32072;150.1060114741831
SP;61069;MOTUCA;7155;314;388;702;9.811320754716984;3532058;Motuca - SP;4034;177.3673772930094
SP;61077;ÁGUAS DA PRATA;12642;477;680;1157;9.15203290618573;3500402;Águas da Prata - SP;7369;171.55652055909894
SP;61085;IARAS;9140;305;324;629;6.8818380743982495;3519253;Iaras - SP;8010;114.10736579275904
SP;61093;ÁGUAS DE LINDÓIA;29796;1149;1844;2993;10.044972479527454;3500501;Águas de Lindóia - SP;17930;166.17958728388174
SP;61107;GUATAPARÁ;11801;451;538;989;8.380645707990848;3518859;Guatapará - SP;7320;161.21584699453553
SP;61115;ÁGUAS DE SÃO PEDRO;7945;141;256;397;4.99685336689742;3500600;Águas de São Pedro - SP;2780;285.7913669064748
SP;61123;DIRCE REIS;3252;71;107;178;5.473554735547356;3513850;Dirce Reis - SP;1620;200.74074074074076
SP;61131;AGUDOS;60990;2346;3400;5746;9.42121659288408;3500709;Agudos - SP;37680;161.86305732484075
SP;61140;ESPÍRITO SANTO DO TURVO;7060;239;270;509;7.209631728045325;3515194;Espírito Santo do Turvo - SP;4157;169.83401491460188
SP;61158;ALFREDO MARCONDES;8094;158;262;420;5.1890289103039295;3500808;Alfredo Marcondes - SP;4445;182.09223847019123
SP;61166;ROSANA;30645;851;1126;1977;6.451297112090064;3544251;Rosana - SP;17440;175.71674311926606
SP;61174;ALTAIR;6389;197;266;463;7.246830489904524;3500907;Altair - SP;3451;185.13474355259345
SP;61182;EMBAÚBA;4750;136;192;328;6.905263157894737;3514957;Embaúba - SP;2323;204.47696943607406
SP;61190;ALTINÓPOLIS;24767;1271;1357;2628;10.61089352767796;3501004;Altinópolis - SP;16818;147.26483529551672
SP;61204;ILHA SOLTEIRA;43218;1204;2163;3367;7.7907353417557506;3520442;Ilha Solteira - SP;25549;169.1573055696896
SP;61212;ALTO ALEGRE;7285;180;351;531;7.28894989704873;3501103;Alto Alegre - SP;3841;189.66414996094767
SP;61220;ALUMÍNIO;29021;1353;1594;2947;10.154715550808035;3501152;Alumínio - SP;17301;167.74174903184786
SP;61239;ÁLVARES FLORENCE;7600;189;304;493;6.4868421052631575;3501202;Álvares Florence - SP;3915;194.12515964240103
SP;61247;PEDRINHAS PAULISTA;5558;142;235;377;6.783015473191796;3537156;Pedrinhas Paulista - SP;2804;198.21683309557773
SP;61255;ÁLVARES MACHADO;38451;1216;1613;2829;7.357415931965358;3501301;Álvares Machado - SP;27255;141.07870115575122
SP;61263;ARAÇARIGUAMA;34492;1617;1796;3413;9.895048127101935;3502754;Araçariguama - SP;21522;160.26391599293746
SP;61271;ÁLVARO DE CARVALHO;6011;229;368;597;9.93179171518882;3501400;Álvaro de Carvalho - SP;4808;125.0207986688852
SP;61280;BERTIOGA;96361;3578;4263;7841;8.137109411483898;3506359;Bertioga - SP;64188;150.1230759643547
SP;61298;ALVINLÂNDIA;5434;203;197;400;7.361059992638939;3501509;Alvinlândia - SP;2885;188.35355285961873
SP;61301;SUZANÁPOLIS;5894;208;289;497;8.432304038004752;3552551;Suzanápolis - SP;3408;172.94600938967136
SP;61310;AMERICANA;360562;13675;18892;32567;9.032288482979348;3501608;Americana - SP;237240;151.9819591974372
SP;61328;SANTO ANTÔNIO DO ARACANGUÁ;13997;230;408;638;4.558119597056512;3548054;Santo Antônio do Aracanguá - SP;8379;167.04857381549112
SP;61336;AMÉRICO BRASILIENSE;57154;2752;3810;6562;11.481261154074955;3501707;Américo Brasiliense - SP;33019;173.09427905145523
SP;61344;CANITAR;7814;382;432;814;10.417199897619655;3510153;Canitar - SP;6283;124.36734044246379
SP;61352;AMÉRICO DE CAMPOS;9878;278;481;759;7.683741648106904;3501806;Américo de Campos - SP;5870;168.2793867120954
SP;61360;BARRA DO CHAPÉU;9590;344;477;821;8.561001042752867;3505351;Barra do Chapéu - SP;5179;185.1708824097316
SP;61379;AMPARO;114763;5160;7290;12450;10.848444184972507;3501905;Amparo - SP;68008;168.74926479237737
SP;61387;EMILIANÓPOLIS;5450;159;145;304;5.577981651376147;3515129;Emilianópolis - SP;3014;180.82282680822829
SP;61395;ANALÂNDIA;9080;333;455;788;8.678414096916299;3502002;Analândia - SP;4589;197.86445848768795
SP;61409;NOVAIS;7340;228;404;632;8.610354223433243;3533254;Novais - SP;4412;166.36446056210335
SP;61417;ANDRADINA;91065;4205;4442;8647;9.49541536265305;3502101;Andradina - SP;59783;152.32591204857567
SP;61425;NOVA CANAÃ PAULISTA;4074;147;167;314;7.707412862052037;3532843;Nova Canaã Paulista - SP;2032;200.492125984252
SP;61433;ANGATUBA;36745;1382;1888;3270;8.899169955095932;3502200;Angatuba - SP;24022;152.9639497127633
SP;61441;SALTINHO;13726;458;579;1037;7.555005099810579;3545159;Saltinho - SP;8161;168.1901727729445
SP;61450;ANHEMBI;11809;394;485;879;7.443475315437379;3502309;Anhembi - SP;5674;208.12477969686287
SP;61468;UBARANA;9272;358;384;742;8.002588438308887;3555356;Ubarana - SP;5365;172.82385834109974
SP;61476;ANHUMAS;6796;149;221;370;5.44437904649794;3502408;Anhumas - SP;4023;168.928660203828
SP;61484;CAJATI;48244;1675;2228;3903;8.090125196915679;3509254;Cajati - SP;28515;169.18814658951428
SP;61492;APARECIDA;57086;2223;2350;4573;8.010720667063728;3502507;Aparecida - SP;32569;175.27710399459608
SP;61506;CAMPINA DO MONTE ALEGRE;9901;315;489;804;8.12039187960812;3509452;Campina do Monte Alegre - SP;5954;166.29156869331544
SP;61522;ASPÁSIA;3790;78;130;208;5.488126649076517;3503950;Aspásia - SP;1842;205.75461454940282
SP;61530;APIAÍ;40924;1781;2125;3906;9.54452155214544;3502705;Apiaí - SP;24585;166.45922310351838
SP;61549;VARGEM;13867;743;1062;1805;13.016514026105142;3556354;Vargem - SP;10512;131.91590563165906
SP;61557;ARAÇATUBA;307145;9367;12857;22224;7.235670448810823;3502804;Araçatuba - SP;200124;153.47734404669103
SP;61565;POTIM;26167;1117;1152;2269;8.671227118125884;3540754;Potim - SP;20392;128.3199293840722
SP;61573;ARAÇOIABA DA SERRA;49538;2099;2643;4742;9.572449432758692;3502903;Araçoiaba da Serra - SP;32443;152.69241438831182
SP;61581;ALAMBARI;9859;311;449;760;7.708692565168882;3500758;Alambari - SP;6141;160.54388536069044
SP;61590;ARAMINA;9216;360;419;779;8.452690972222223;3503000;Aramina - SP;5420;170.0369003690037
SP;61603;ITAOCA;6181;158;255;413;6.681766704416761;3522158;Itaoca - SP;3422;180.62536528345996
SP;61611;ARANDU;11620;638;636;1274;10.963855421686748;3503109;Arandu - SP;6885;168.77269426289035
SP;61620;TUIUTI;11012;501;696;1197;10.869960043588812;3554953;Tuiuti - SP;6778;162.46680436706993
